server,mcp_kind,asset,asset_sensitivity,asset_description,tool,tool_impact,tool_description,blast_radius,blast_escape,cell_score
calendar:real,calendar system,executive,4,"executive calendar — exec/board calendar — M&A, comp, strategy meetings",delete-event,5,Delete a calendar event.,1,none,20.0
calendar:real,calendar system,executive,4,"executive calendar — exec/board calendar — M&A, comp, strategy meetings",get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,2,none,24.0
calendar:real,calendar system,executive,4,"executive calendar — exec/board calendar — M&A, comp, strategy meetings",get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,executive,4,"executive calendar — exec/board calendar — M&A, comp, strategy meetings",respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",3,none,60.0
calendar:real,calendar system,executive,4,"executive calendar — exec/board calendar — M&A, comp, strategy meetings",manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",,none,
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,list-calendars,2,List all available calendars,2,none,20.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,5,c,75.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,search-events,3,Search for events in a calendar by text query.,5,c,75.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,get-event,3,Get details of a specific event by ID.,1,none,15.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,create-event,4,Create a new calendar event.,1,none,20.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",5,c,125.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,update-event,4,Update an existing calendar event with recurring event modification scope support.,2,none,40.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,delete-event,5,Delete a calendar event.,1,none,25.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,5,c,75.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",3,none,75.0
calendar:real,calendar system,recruiting,5,recruiting calendar — candidate interview schedule — PII of applicants,manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",list-calendars,2,List all available calendars,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",search-events,3,Search for events in a calendar by text query.,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",get-event,3,Get details of a specific event by ID.,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",create-event,4,Create a new calendar event.,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",update-event,4,Update an existing calendar event with recurring event modification scope support.,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",delete-event,5,Delete a calendar event.,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",,none,
calendar:real,calendar system,contacts,5,"directory calendar — contact directory: names, emails, phone numbers (PII)",manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",,none,
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,list-calendars,2,List all available calendars,2,none,4.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,4,none,12.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,search-events,3,Search for events in a calendar by text query.,2,none,6.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,get-event,3,Get details of a specific event by ID.,1,none,3.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,create-event,4,Create a new calendar event.,1,none,4.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",3,none,15.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,update-event,4,Update an existing calendar event with recurring event modification scope support.,1,none,4.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,delete-event,5,Delete a calendar event.,1,none,5.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,2,none,6.0
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",,none,
calendar:real,calendar system,holidays,1,public calendar — public company holiday calendar,manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",,none,
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",list-calendars,2,List all available calendars,,none,
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,3,none,36.0
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",search-events,3,Search for events in a calendar by text query.,2,none,24.0
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",get-event,3,Get details of a specific event by ID.,1,none,12.0
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",create-event,4,Create a new calendar event.,1,none,16.0
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",3,none,60.0
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",update-event,4,Update an existing calendar event with recurring event modification scope support.,3,none,48.0
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",delete-event,5,Delete a calendar event.,3,none,60.0
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,,none,
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",3,none,60.0
calendar:real,calendar system,event-records,4,"mutable state: the events themselves — titles, times, locations and descriptions are editable and deletable (meeting sabotage, planted lure links, mass wipe)",manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",,none,
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),list-calendars,2,List all available calendars,,none,
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,3,none,36.0
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),search-events,3,Search for events in a calendar by text query.,2,none,24.0
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),get-event,3,Get details of a specific event by ID.,1,none,12.0
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),create-event,4,Create a new calendar event.,2,none,32.0
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",3,none,60.0
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),update-event,4,Update an existing calendar event with recurring event modification scope support.,3,none,48.0
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),delete-event,5,Delete a calendar event.,,none,
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,,none,
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",2,none,40.0
calendar:real,calendar system,event-attendee-lists,4,mutable state: attendee lists of events — adding an external address forwards the event's details and every update outside the org (invite-based exfiltration),manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,list-calendars,2,List all available calendars,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,search-events,3,Search for events in a calendar by text query.,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,get-event,3,Get details of a specific event by ID.,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,create-event,4,Create a new calendar event.,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,update-event,4,Update an existing calendar event with recurring event modification scope support.,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,delete-event,5,Delete a calendar event.,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",,none,
calendar:real,calendar system,outbound-invite-email,5,mutable state: invite/notification email sent on the user's behalf — external recipients receive attacker-chosen content under the user's identity,manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,list-calendars,2,List all available calendars,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,search-events,3,Search for events in a calendar by text query.,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,get-event,3,Get details of a specific event by ID.,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,create-event,4,Create a new calendar event.,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,update-event,4,Update an existing calendar event with recurring event modification scope support.,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,delete-event,5,Delete a calendar event.,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",2,none,40.0
calendar:real,calendar system,rsvp-state,4,mutable state: the user's accept/decline responses to invitations — a forged RSVP silently commits or frees the user's time and signals attendance,manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",list-calendars,2,List all available calendars,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",search-events,3,Search for events in a calendar by text query.,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",get-event,3,Get details of a specific event by ID.,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",create-event,4,Create a new calendar event.,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",update-event,4,Update an existing calendar event with recurring event modification scope support.,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",delete-event,5,Delete a calendar event.,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",get-freebusy,3,Query free/busy information for calendars. Note: Time range is limited to a maximum of 3 months between timeMin and timeMax.,,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",get-current-time,1,"Get the current date and time. Call this FIRST before creating, updating, or searching for events to ensure you have accurate date context for scheduling.",,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",respond-to-event,5,"Respond to a calendar event invitation with Accept, Decline, Maybe (Tentative), or No Response.",,none,
calendar:real,calendar system,connected-account-config,4,"mutable state: which calendar accounts the server is bound to — account-management tools can add or switch accounts, changing whose data every other tool touches",manage-accounts,5,"Manage Google account authentication. Actions: 'list' (show accounts), 'add' (authenticate new account), 'remove' (remove account).",5,b,100.0
calendar:real,calendar system,free-busy-availability,5,"cross-user availability (free/busy) data — reveals when, how often and with whom every queried attendee meets (schedule surveillance)",list-calendars,2,List all available calendars,,none,
calendar:real,calendar system,free-busy-availability,5,"cross-user availability (free/busy) data — reveals when, how often and with whom every queried attendee meets (schedule surveillance)",list-events,3,List events from one or more calendars. Supports both calendar IDs and calendar names.,3,none,45.0
calendar:real,calendar system,free-busy-availability,5,"cross-user availability (free/busy) data — reveals when, how often and with whom every queried attendee meets (schedule surveillance)",search-events,3,Search for events in a calendar by text query.,3,none,45.0
calendar:real,calendar system,free-busy-availability,5,"cross-user availability (free/busy) data — reveals when, how often and with whom every queried attendee meets (schedule surveillance)",get-event,3,Get details of a specific event by ID.,,none,
calendar:real,calendar system,free-busy-availability,5,"cross-user availability (free/busy) data — reveals when, how often and with whom every queried attendee meets (schedule surveillance)",list-colors,2,List available color IDs and their meanings for calendar events,,none,
calendar:real,calendar system,free-busy-availability,5,"cross-user availability (free/busy) data — reveals when, how often and with whom every queried attendee meets (schedule surveillance)",create-event,4,Create a new calendar event.,,none,
calendar:real,calendar system,free-busy-availability,5,"cross-user availability (free/busy) data — reveals when, how often and with whom every queried attendee meets (schedule surveillance)",create-events,5,"Create multiple calendar events in bulk. Accepts shared defaults (account, calendarId, timeZone) that apply to all events, with per-event overrides. Skips conflict and duplicate detection for speed.",,none,
calendar:real,calendar system,free-busy-availability,5,"cross-user availability (free/busy) data — reveals when, how often and with whom every queried attendee meets (schedule surveillance)",update-event,4,Update an existing calendar event with recurring event modification scope support.,,none,
